Labels,Text,Text_Tag;
"5,Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,""candidates-biography,jobs""";
1,A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!,elections;
"3,""About 230,000 people that were on unemployment when I took office are not on unemployment now."",""economy,workers""";
"0,""One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die."",""children,health-care,public-health,pundits""";
4,Ron Klein repeatedly voted in favor of amnesty for illegal immigrants.,immigration;
"1,Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.,""criminal-justice,health-care,legal-issues,privacy""";
"5,""During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years."",crime";
"4,Barack Obamas Columbia University ID says he was a foreign student and went by Barry Soetoro.,""corrections-and-updates,obama-birth-certificate""";
"0,""John McCain, """"one of the richest people in a Senate filled with millionaires,"""" says the solution to the housing crisis is for people to get a """"second job"""" and """"skip their vacations."""""",economy";
"1,""Terry McAuliffe wants to raise your taxes $1,700 to pay for his infinite promises."",""education,state-budget,taxes""";
"2,""Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014."",""candidates-biography,women,workers""";
"3,""Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent."",""crime,criminal-justice,women""";
"2,Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,""crime,homeland-security,legal-issues,terrorism,abc-news-week""";
2,On legalizing illegal immigrants.,immigration;
"5,Nearly half of all pregnancies in the U.S. are unintended.,""abortion,census,children,families,health-care,public-health,women""";
"2,""We are """"borrowing Saudi money for Saudi oil"""" with the result being """"dependency and debt."""""",energy";
"2,""Says there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy."",housing";
"2,""Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know whos done OK and whos not complaining today? The public sector. Weve gained 590,000 public sector jobs."",""economy,federal-budget""";
1,The top 1 percent pay over half of the entire revenue for this country.,taxes;
"0,The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.,""state-budget,state-finances,taxes""";
2,Chris Christie has not increased the taxes on anyone.,taxes;
"0,The United States does not have a system through which growers and dairies can bring a workforce legally into the U.S.,""agriculture,immigration,workers""";
"1,Says he never said he would keep education funding the same.,""education,state-budget""";
"5,""Since 1978, college tuition nationwide has gone up something like four times the rate of inflation."",education";
"2,""Says Sen. Rob Portman said, It would be irresponsible not to cut Medicare."",medicare";
"3,""Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget."",education";
1,(Palin) supported right-wing extremist Pat Buchanan for president in 2000.,israel;
"0,Says Sen. Sherrod Brown voted to block American energy production and increase energy taxes.,""energy,message-machine-2012,taxes""";
"0,Says Jeanne Shaheen voted for a measure that would have amounted to a new national energy tax.,""energy,taxes,voting-record""";
"2,""Washington, D.C., had some of the strictest gun laws in the country. And when they passed them, violence skyrocketed."",""crime,criminal-justice,drugs,government-regulation,guns,public-safety""";
"3,Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,""health-care,history""";
"1,""While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies."",""jobs,legal-issues,women""";
"1,""If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs."",""economy,federal-budget,jobs,transportation""";
"4,What is the proper collective noun for a group of baboons? Believe it or not . . . a Congress!,""animals,congress,history,polls""";
5,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,economy;
"3,""Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs."",""job-accomplishments,jobs""";
"0,The (health reform) legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers.,""economy,health-care""";
"0,""The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs."",""economy,health-care""";
"0,""Thompson """"voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer."""""",legal-issues";
"4,Texas this fiscal year will have more money in reserve than the other 49 states combined.,""state-budget,state-finances,states""";
1,On using the Strategic Petroleum Reserve.,energy;
3,Immigrants are more fertile.,immigration;
"3,""The proposed education changes """"will not cut one teacher's pay."""""",education";
"4,The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,""health-care,states""";
"3,Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,""civil-rights,crime,guns""";
"1,Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.,""abortion,children,families,health-care,women""";
4,We spend less on defense today as % of GDP than at any time since Pearl Harbor.,federal-budget;
3,If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,taxes;
"2,""Says Scott Walker wants to ban common forms of birth control, including the pill."",""abortion,message-machine""";
1,Jason Kander supports [Obamas] plan to bring the remaining suspected terrorists to U.S. soil.,terrorism;
"2,""Shelby County donated Im sorry, gave 44 schools to the city of Memphis."",""education,infrastructure""";
"2,""Top U.S. intelligence officials have toldevery member of Congress, including the president, were about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq."",""iraq,terrorism""";
5,Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.,housing;
"5,""In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital."",candidates-biography";
"0,Blames Mike McIntyre and Nancy Pelosi for the second straight year of no cost-of-living increases for Social Security beneficiaries.,""message-machine,social-security""";
"0,The government is going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.,""health-care,pundits""";
2,There are mechanisms in place to shut down the Internet privately.,infrastructure;
0,The American people support defunding Obamacare and oppose shutting down the government.,health-care;
"2,Report that #GOP insisting on changes to Social Security as part of #fiscalcliff false. BTW those changes are supported by @barackobama.,""federal-budget,social-security""";
"5,""Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun."",""candidates-biography,pundits""";
"4,The people of Rhode Island dont want same-sex marriage.,""civil-rights,gays-and-lesbians,marriage,polls""";
"2,""Rep. Paul Ryans Medicare plan lines the pockets of the private insurance companies, increases costs for seniors and does not reduce the deficit."",""deficit,federal-budget,medicare,taxes""";
0,This year in Congress (Connie Mack IV) has missed almost half of his votes.,candidates-biography;
"0,""1/3 of our kids drop out (of high school), cannot go to college or start a career."",""corrections-and-updates,education""";
"0,Not even old Gen. Eisenhower saluted military personnel as president.,""history,military""";
"5,""If Wisconsins governor cuts perquisites as much as he plans to do, it would still leave (workers) better off than their private sector counterparts."",""labor,pundits,state-budget,abc-news-week""";
"0,""You cant get on an airplane, but more than 2,000 people on that list have been able to buy a gun."",""guns,terrorism""";
"1,74 percent of Republicans support the Affordable Care Act.,""health-care,polls""";
"2,""For every $1 spent on afterschool programs, we can save over $5, almost $6, in crime costs down the line."",""crime,economy,education,poverty""";
"2,""The federal government has $3 trillion in cash flow, so we can pay our bills and wont default."",""debt,federal-budget""";
1,Says Alex Sink failed Florida homeowners by using predatory lending practices.,corporations;
0,Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed.,financial-regulation;
0,You cant check out a library book without a photo ID.,legal-issues;
4,Says that Starbucks took Christmas off of their brand new cups.,religion;
3,Atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch.,sports;
"1,""Hillary Clinton supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding."",abortion";
"5,""Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools."",""autism,children,disability,education,families,immigration,state-budget,state-finances""";
"3,""We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year."",""economy,government-efficiency,job-accomplishments""";
"2,The STAR Ohio fund just received the highest possible credit rating one of these funds can receive.,""economy,job-accomplishments,state-finances""";
"2,""Taxpayers are on the hook ... for less than a third of the proposed new Atlanta Falcons stadium, and those funds are repaid from money that comes from outsiders."",""sports,state-finances""";
"3,""In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005."",""corrections-and-updates,economy,jobs""";
"2,""Every year, more than $40 million are leaving Missouri for the Lone Star State."",economy";
"3,A college loan is the only loan in the United States that you cannot refinance when interest rates go down.,""debt,economy,education""";
3,The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior.,history;
"3,""We are younger than our competitors, and this is entirely because of immigration."",immigration";
2,Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement.,education;
"5,""Says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home."",economy";
"2,""The policy mistakes that ... the Clintons made got us, in large degree, to the situation that we are in today with mass incarceration."",criminal-justice";
"0,Says he raised average family income by 50 percent during his tenure as Arkansas governor.,""income,state-budget""";
"2,They tried to give us $400 million to build a high-speed train that goes 39 miles an hour.,""infrastructure,stimulus,transportation""";
"2,""Says the CBO estimates that fully extending the Bush tax cuts would add 600,000-1.4 million jobs in 2011 and 900,000-2.7 million jobs in 2012."",""economy,taxes""";
"5,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.,""bipartisanship,federal-budget""";
"2,""According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes."",""pundits,taxes""";
"1,""Most young Americans right now, theyre not covered by health insurance."",health-care";
"3,""In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent."",""corporations,taxes""";
"5,""Over the last 10 years, Texas created 33 percent of the net new jobs nationwide."",""economy,job-accomplishments,jobs""";
4,Says two-thirds of groups targeted for IRS scrutiny were not conservative.,taxes;
"4,""In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin."",""foreign-policy,history""";
"2,""Last week the Texas State Board of Education (SBOE), led by Rick Perrys appointee, voted to remove Thomas Jefferson from social studies textbook standards. Thats right. Thomas Jefferson... was deleted from a list of historical figures who inspired political change."",education";
"0,""As a U.S. senator with salary and perks, #Bernie is in the top 1 percent, but still paid only 13 percent in taxes last year."",""income,taxes""";
"5,""You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically."",iraq";
"2,""From 2013-2015, the richest 14 Americans increased their net wealth by more than $157 billion, yet the Republican budget would not require these Americans to contribute one penny to deficit reduction."",""federal-budget,taxes,wealth""";
"2,""Says that while Foster was mayor, Rick Kriseman was ineffective in the Florida House of Representatives because there was no legislation that passed the House that had (Krisemans) name on it."",""florida,states""";
"3,Says Texas routinely gets a lot more federal spending than it pays in taxes.,""federal-budget,pundits,taxes""";
1,Cell phone numbers go public this month.,consumer-safety;
"0,Says it has offered $12 million in savings through 2011 and $184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee.,""city-budget,labor,state-budget""";
"1,Clackamas County Commissioners approved a re-negotiated agreement to lower the countys contribution to TriMets Portland-Milwaukie Light Rail project to $19.9 million from $25 million.,""county-budget,county-government,debt,transportation""";
"3,Says Texas has 11 different felonies you can commit with an oyster.,""crime,criminal-justice,food-safety""";
1,The Obama administration is unwinding our nations welfare-to-work requirements.,welfare;
"5,""Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1."",""state-budget,taxes,transportation""";
"2,The Redskins Training Camp deal generated $40 million in new private investment in the city.,""city-government,job-accomplishments""";
"2,The GOP budget plan would cut nearly a million jobs.,""economy,federal-budget,jobs""";
2,There are more people living in this country who were not born here than at anytime in the history of the country.,immigration;
2,Says Hillary Clinton defended Syrias President Assad as a possible reformer at the start of that countrys civil war.,foreign-policy;
"2,""The Postal Services financial losses result from a 2006 law that drains $5 billion a year from post office revenue, while the Postal Service is forced to overpay billions more into federal accounts."",federal-budget";
"3,As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.,""congress,federal-budget,history""";
"4,""Shes voted for 60 tax increases, hurting the middle class and small businesses."",taxes";
"0,""Now, in the House of Representatives, we have 40 different jobs bills that have passed and almost all of them have been bipartisan."",""bipartisanship,jobs""";
"4,""Sheila Jackson Lee of Texas said: Hey, all you wrinkly, white-aged has-beens: Its time for you to die and let the next generation have your spot on the planet."",""candidates-biography,diversity,campaign-advertising""";
"0,""Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation"",""small-business,taxes""";
3,A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste.,environment;
0,America is one of the highest-taxed nations in the world.,taxes;
"1,""If black America were a country, itd be the 15th wealthiest nation in the world."",""corrections-and-updates,economy,poverty""";
"2,""Since Republicans took over after the 2010 election, the graduation rate in Wisconsin has gone from 86 percent to 88 percent. The black graduation rate has gone from 60 percent to 65 percent. The Latino graduation rate has gone from 65 percent to 71 percent."",education";
"0,""It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows."",guns";
"5,2008 was the deadliest year of the war (in Afghanistan) for American forces.,""afghanistan,military""";
"3,""Florida teachers are """"already paid $5,000 below the national average."""""",education";
"2,""Since Rick Perry became governor, Texas has gone from 46th in the country to 50th in the population that graduates from high school."",""education,new-hampshire-2012""";
5,Says Amanda Fritz manages less than 5 percent of city operations.,city-government;
2,The streetcar project planned by Mayor Tom Barrett would be a 1900s style trolley.,transportation;
"2,""Americans, in the last 30 years, have more than doubled the amount of money we are spending per child (on education) and the results have gotten worse, not better."",education";
"0,Polls show that Floridians dont want to repeal the Affordable Care Act.,""health-care,polls""";
1,Says Congressman Bill Pascrell voted to remove the public option from the Affordable Health Care Act.,health-care;
"5,""Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities."",state-finances";
"4,Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.,""crime,ethics""";
"5,On offshore drilling for energy,""energy,voting-record""";
"0,""Under a proposed medical marijuana amendment in Florida, you dont get refills -- you get it forever."",""florida-amendments,health-care,marijuana""";
"4,""A data-storing microchip """"would be implanted in the majority of people who opt to become covered by the public health care option."""""",""health-care,privacy""";
"2,""Enacting the Right-to-Carry Act would amount to expanding the rights of sex offenders, terrorists, child predators, and abusers to carry concealed weapons across state lines."",""crime,guns,legal-issues,public-safety""";
5,I haven't missed a vote since 1993.,history;
0,Says the treasurers office has saved $37 million in management costs for the oversight of public investments.,government-efficiency;
3,Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools.,education;
"1,Jorge Elorza wants to impose a municipal income tax.,""city-budget,deficit,economy,taxes""";
"0,The Supreme Court cant overrule the other two branchesof government.,""history,supreme-court""";
"4,Roughly 25% of RI has a criminal record,""crime,criminal-justice,jobs,labor,legal-issues""";
"2,""Nathan Deal cut the HOPE scholarship program so that literally 100,000 Georgians will not be able to go to college or get technical training that they so badly needed to raise -- you know, give them a chance at a good job."",education";
"2,""As governor of Arkansas, I cut taxes and fees almost 100 times, saving the taxpayers almost $380-million. I left a surplus of nearly $850-million."",taxes";
2,I havent raised taxes in the time Ive been the governor of New Jersey.,taxes;
"1,Massachusetts public schools teach kids as young as kindergartners about gay marriage.,""families,gays-and-lesbians,marriage,religion""";
4,I'm probably one of the four or five best-known Americans in the world.,candidates-biography;
0,We are accepting more legal immigrants than we ever have in the history (of the United States.),immigration;
"5,Congress is bewildered at the scope and reach of our spying apparatus but in 2008 and 2012 explicitly rejected an amendment calling for more disclosure.,""foreign-policy,pundits,terrorism""";
"2,Six people in Florida die as a result of (not expanding Medicaid) every day.,""health-care,medicaid,poverty""";
"3,Gov. Maggie Hassans budget proposal raises taxes on small businesses and increases taxes and fees by $100 million.,""state-budget,taxes""";
"0,Only in Washington would politicians spend $27 million to teach Moroccans how to make pottery.,""federal-budget,government-efficiency""";
"5,""Hillary Clinton """"starts off with 47 percent of the country against her."""""",elections";
"1,SaysRand Paulhas put out budgets to cut the military in half.,""federal-budget,military""";
"2,Groups that receive foreign money are spending huge sums to influence American elections.,""campaign-finance,corporations,abc-news-week""";
"5,Says legislative cuts mean Texas is spending on average $500 less per student.,""education,state-budget""";
"2,""[A]t his current rate, President Obama will have added more debt to the United State of America by the end of his first term than each of the previous 43 presidents -- combined!"",federal-budget";
2,We know that Saudi Arabia started al-Qaida.,terrorism;
3,Says Williamson County Attorney Jana Duty has never prosecuted a single adult felony case.,candidates-biography;
"1,""The fundraising numbers are in, and our grassroots support is unmatched!"",""campaign-finance,elections""";
"3,Issue 2 makes it illegal for us to negotiate for enough firefighters to do the job.,""elections,labor""";
"3,""Says although the unemployment rate seems to be improving, it does not reflect real job creation -- its caused by a shrinking of the actual labor force."",""economy,jobs,pundits,abc-news-week""";
"4,Gov. Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget.,""labor,state-budget""";
"0,""Obama voted """"to cut off funding for our American troops on the battlefield."""""",iraq";
"3,""In general, it appears Wisconsins right to work bill would likely apply to the Green Bay Packers players and their union."",""corporations,labor,sports,unions,workers""";
"3,""The so-called defense minister of the Peoples Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media."",""foreign-policy,military""";
2,Democrats are kind of falling over each other seeing who can raise taxes faster. It looks like they're going to raise taxes anywhere between 20 to 30 percent.,taxes;
"3,""Right now one of our highest job growth sectors is Leisure and Hospitality. Weve added jobs that mostly fall within the restaurant and bar sector industry. These are not high-paying jobs, as the U.S. Department of Labor estimates this is an industry sector with the lowest average wages and the lowest proportion of its workforce earning minimum or subminimum wage jobs."",""economy,jobs,labor""";
"0,""Gov. Scott Walker bought 80 new, brand-new vehicles for the state that we probably dont need."",""government-efficiency,state-budget,state-finances,transportation""";
"2,""Says he passed eight measures, including ones to prevent groping at airport security checks and to bar sanctuary cities in Texas."",""candidates-biography,homeland-security,immigration,legal-issues,transportation""";
"1,Its gotten to a point where the average federal worker makes twice as much as the average private sector worker.,""economy,federal-budget,government-efficiency""";
"1,These 15 political appointees (on the IPAB) will make all the major health care decisions for over 300 million Americans.,""health-care,new-hampshire-2012,abc-news-week""";
0,Says stores will be barred from selling 100-watt light bulbs as of 2012.,energy;
"5,""Before our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected."",""elections,history""";
0,Jason Carter supports using Georgia tax dollars to promote Obamacare,health-care;
"3,""The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama."",elections";
"2,""Dan Patrick said that if women get paid less than a man for the same job, that thats not a problem."",""jobs,women""";
"2,""Weve got an average of 5,600 soldiers committing suicide. Thats about 20 a day."",""health-care,veterans""";
"0,""There have even been Republican congressmen who have said, If you give us more money we dont know where we would even put additional Border Patrol agents."",immigration";
"5,""Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity."",""jobs,trade""";
"5,Tom Reed has actually voted for every single trade deal that has ever come before him in any form.,""jobs,trade""";
"1,""ISIS camp a few miles from Texas, Mexican authorities confirm."",""immigration,military,terrorism""";
1,New federal projections estimate that the health care overhaul will cost $1.76 trillion over 10 years -- well above the $940 billion Democrats originally claimed.,health-care;
4,Say New Jersey Reps. Donald Payne and Frank Pallone are socialists who are openly serving in the U.S. Congress.,candidates-biography;
"4,The unemployment rate may be as high as 42 percent.,""corrections-and-updates,economy,jobs""";
"3,""Common Core is not from the federal government, they do not have their fingerprints on this thing at all."",""children,education,federal-budget,government-regulation""";
1,Social Security is indeed a Ponzi scheme.,social-security;
"0,""Says Scott Walker brags a lot about having an independent agency investigate police shootings. Of course, he didnt fund it."",""city-government,civil-rights,criminal-justice,public-safety,state-budget""";
3,What the Arizona law does is make a state crime out of something that already is... a federal crime.,immigration;
"4,""When the country was founded, Congress had exactly the same attitude about the sanctity of Christmas celebrations that a 7-Eleven does today: Yeah, were open."",""history,pop-culture,pundits,religion""";
"3,""In Miami-Dade County, we spend at our school system over $20 million every year educating recent immigrants."",""education,immigration""";
1,The omnibus bill has only $3.8 billion in earmarks.,federal-budget;
"5,Trump proposed enacting the largest tax increase in American history.,""candidates-biography,taxes""";
"5,""Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget."",federal-budget";
"2,""Kim Myers voted repeatedly to raise taxes on the people of Broome County, but made millions off of tax savings when her family business relocated its headquarters."",taxes";
"2,""Californias Prop 60, which would requirecondom usein adult films, would put workers in the adult film industry at riskfor lawsuits and harassment."",""government-regulation,public-health""";
5,We pay among the highest tolls in the nation for the privilege of crossing that bridge.,transportation;
"2,""Sens. Isaksons, Chambliss Votes Against Unemployment Insurance Were Votes to Kill Nearly 6,000 Georgia Jobs."",""federal-budget,jobs""";
"0,Says real estate taxes were put in place to pay for Obamacare.,""health-care,taxes""";
2,Says today unemployment has been running near 12 percent or more for the last four years and the Legislature hasnt done much to lower it.,jobs;
1,Says Kay Bailey Hutchison voted for sanctuary cities.,immigration;
"2,John Mica voted to borrow $10 trillion.,""debt,federal-budget,message-machine-2012,voting-record""";
"0,Says opponent Mary Burke told reporters she would have required workers to give up bargained-for healthcare and retirement benefits like Gov. Walker.,""labor,state-budget,workers""";
"5,""McCain """"hired some of the biggest lobbyists in Washington to run his campaign."""""",""elections,ethics""";
"0,We do not want to raise anybodys tax rates. Thats never been on the table.,""taxes,abc-news-week""";
"2,""When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, the Democrats didnt make that a partisan issue."",""congress,history,terrorism""";
"3,""This is the first time a party has picked up multiple seats during a regular election since the mid 1980s, making this the largest majority of any party in more than 25 years."",""elections,history""";
1,John wasn't this raging populist four years ago when he ran for president.,job-accomplishments;
"5,House Republicans who complained they didnt have enough time to consider a constitutional ban against oil drilling shoved through a proposal in just a few days to open state waters to oil drilling.,""energy,environment,oil-spill""";
1,Says no one from the Bush family attended the 2012 Republican National Convention and there was no President Bush at the 2008 convention.,elections;
"4,Crime is rising.,""crime,criminal-justice""";
"3,""(Flint, Mich., is) paying three times more for poison water than I am paying in Burlington, Vt., for clean water."",""city-government,water""";
0,Weve got a personal tax system thats so complicated it costs Americans about $500 billion a year to comply with the current tax code.,taxes;
"4,""Says a Portland school gives Muslim students their own school provided prayer room, prayer rugs, and lets them out of class five times a day to pray to Allah."",religion";
"1,""(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care."",""social-security,veterans""";
2,The bulk of the people who are shot with a weapon other than these drug gangs taking on one another end up being shot with their own weapon.,guns;
"1,""In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change."",""corporations,financial-regulation,market-regulation,abc-news-week,transportation""";
"2,Salaries for URI faculty are second to last among New England land grant universities and in lowest 20 percent of major U.S. research institutions,""education,labor,state-budget,state-finances""";
"0,Says Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obamas ability to fight pollution and combat climate change.,""climate-change,environment""";
"1,""When President, then candidate, Obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign, they refused to do it."",""campaign-finance,transparency""";
"1,Oregon is the only state out of the 50 states in the USA that continues to pay 100% of the medical benefits for its employees and their families.,""health-care,state-budget""";
1,You wonder why you dont see Rand Paul as much; hes still shopping for his billionaire. Hes like the only one who hasnt found a billionaire to fund his super PAC.,campaign-finance
"2,""Says Donald Trump cashed in on Sept. 11,collecting $150,000 in federal funds intended to help small businesses recover even though days after the attack Trump said his properties were not affected."",""federal-budget,terrorism""";
"0,""Three years ago, a newly elected President Obama told America that if Congress approved his plan to borrow nearly a trillion dollars, he would hold unemployment below 8 percent."",stimulus";
"4,An independent payment advisory board created by in the health care reform law is like a Medicare IRS with the power to cut Medicare in order to pay for new government programs.,""government-regulation,health-care,message-machine-2012,market-regulation""";
1,The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down.,county-budget;
"1,""Under a bill before the legislature, youd have to go to court to fire an employee."",""economy,jobs,labor,legal-issues""";
5,There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used.,transportation;
"3,""In the entire public school system in Camden last year, only three students graduated college ready."",education";
"5,""Says nearly 29,000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage."",housing";
"1,""Under the Hate Crimes bill, """"any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime."""""",crime";
"0,This is what President Obama said the jobless rate would be if we passed the stimulus: 5.6 percent.,""candidates-biography,economy,jobs,message-machine-2012,stimulus""";
"2,George Allen and his colleagues in the Senate turned the biggest surplus in the history of the United States into the biggest deficit in the history of the United States.,""corrections-and-updates,deficit""";
2,Says President Obama has cracked down on employers who are attracting undocumented immigrants and hiring them more than any previous president.,immigration;
3,Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partial-birth abortion.,abortion;
"0,U.S. global AIDS spending helped reduce political instability and violence by 40 percent in recipient nations.,""foreign-policy,public-health""";
"2,""I told the Congress 'thanks, but no thanks,' on that Bridge to Nowhere."",""federal-budget,transportation""";
"3,The actual (construction) contracts that weve awarded to date have come in several hundred million dollars below estimates.,""state-budget,state-finances,transportation""";
"5,""State school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation."",""education,state-budget""";
